text,language
தந்தையின் கனவை நனவாக்குவேன்  காவல் ஆய்வாளர் பெரியபாண்டி மகன் உருக்கம்,Tamil
ಹಿಟ್ ​​ಮ್ಯಾನ್​​ ರೋಹಿತ್​ಗೆ ಅಗ್ನಿಪರೀಕ್ಷೆ: ಯೋ ಯೋ ಟೆಸ್ಟ್​ನಲ್ಲಿ ಫೇಲ್ ಆದರೆ ಈ ಆಟಗಾರನಿಗೆ ಅವಕಾಶ,Kannada
    సినిమా సగం కాకుండానే బోర్ కథ అంటూ లేచాడు గిరిధర్.     సినిమా నిజానికి ఎంతో బాగుంది. తన చికాక...,Telgu
தமிழ்நாடு,Tamil
ಮೊಬೈಲ್ ನಂಬರ್ 10ರಿಂದ 13ಕ್ಕೆ ಏರುತ್ತಾ..? ಏನಿದು ಟೆಲಿಕಾಂ ಇಲಾಖೆಯ ಹೊಸ ಆದೇಶ..?,Kannada
     ఆలోచిస్తూ శీతల్ తన వంటివైపు చూసుకుంది. వెంటనే గతుక్కుమంది.          ఇప్పుడు శీతల్ వంటిమీదనుంచ...,Telgu
“மெட்ரோவை சுத்தமாக வைப்பது சவாலாக இருக்கிறது”  நிர்வாகம் குமுறல்,Tamil
ಏಕದಿನ ಸರಣಿಯನ್ನೂ ಗೆದ್ದು ಬೀಗಿದ ಭಾರತ: ಕೆರಿಬಿಯನ್ನರಿಗೆ ಭಾರೀ ಮುಖಭಂಗ,Kannada
    అది గమనించి సురేష్ కుమార్ రాకముందే బయటకు వెళ్ళిపోయి అతను వచ్చేవరకూ ఎదురుచూసి అతను లోపలకు వెళ...,Telgu
தமிழ்நாடு,Tamil
ಸಿನಿ ಪಯಣಕ್ಕೆ ವಿದಾಯ ಹೇಳುತ್ತಾರಾ ಗ್ಲಾಮರ್​ ಬೆಡಗಿ ಆ್ಯಮಿ ಜಾಕ್ಸನ್​,Kannada
        వీరయ్య సముద్రం దగ్గరికి వెళ్ళాడు. నూకయ్య పడవని సిద్దంచేస్తున్నాడు. పక్కనే ఆకుపచ్చ చీరకొంగు...,Telgu
தலைமை நீதிபதியை பதவிநீக்க கோரும் விவகாரம்  உச்சநீதிமன்றத்தில் இன்று விசாரணை,Tamil
ಭಾರತ-ಇಂಗ್ಲೆಂಡ್ ಟೆಸ್ಟ್: ಆಂಗ್ಲರ ನಾಡಲ್ಲಿ ದಾಖಲೆ ಬರೆದ ಕೊಹ್ಲಿ,Kannada
"         అతనామె వంక ఆశ్చర్యంగా చూశాడు. ""నీవు చెప్పిన మాటల్లోని సత్యం నేనర్ధం చేసుకున్నానమ్మా కాని...",Telgu
இந்தியா,Tamil
ಸಲ್ಲು ಶಿಕ್ಷೆಗೆ ಖುಷಿಪಟ್ಟ ಕೃಷ್ಣಮೃಗದ ಮರಿಮಕ್ಕಳು: ಟ್ವಿಟರ್​ನಲ್ಲಿ ಹೀಗೊಂದು ಕುಚೋದ್ಯ,Kannada
"    ""రామ్మా! చాలారోజులకు వచ్చావ్?"" ఆప్యాయంగా ఆహ్వానించింది సుందరమ్మ.     ""రేణుక లేదా?""     ""ఆరోగ...",Telgu
தேர்தல் ஆணையத்திடம் ஓபிஎஸ் அணி  பக்க விளக்கம்,Tamil
ಫೇಸ್​ಬುಕ್​ ಪಾಸ್​ವರ್ಡ್​ ನೀಡಲು ನಿರಾಕರಿಸಿ ಜೈಲು ಸೇರಿದ ಯುವಕ!,Kannada
"    ""కబుర్లు చెప్పటం తేలిక మొదట్లో మీరు నేను కీచులాడుకున్నాం. అలా చాలామండి భార్యాభర్తలు కీచులాడుకోటం...",Telgu
தமிழ்நாடு,Tamil
ಐಪಿಎಲ್​​ 2018: ಬ್ಯಾಟಿಂಗ್-ಬೌಲಿಂಗ್​ನಲ್ಲಿ ಕೋಲ್ಕತ್ತಾ ದರ್ಬಾರ್​​: ಡೆಲ್ಲಿಗೆ 71 ರನ್​ಗಳ ಹೀನಾಯ ಸೋಲು,Kannada
"    ఇక ఒకే ప్రశ్న మిగిలి వుంది ""...గోపీచంద్ ఎక్కడున్నాడు?""          అది తెలుసుకోవటం ఇక అసాధ్యం! ...",Telgu
வேகமாக பரவும் காலரா  ஜிம்பாப்வேயில்  பேர் உயிரிழப்பு,Tamil
ರಷ್ಯಾದಲ್ಲಿ ಕಾರಿಗೆ ಬಸ್​ ಡಿಕ್ಕಿ: ಭಾರತ ಮೂಲದ ಪುಟ್​ಬಾಲ್​ ಅಭಿಮಾನಿಯೋರ್ವ ಸಾವು..!,Kannada
        హిప్నోటిజానికి ఏ మాత్రం లొంగని వ్యక్తులు అయిదు శతం వరకు మాత్రమె ఉంటారు. వారి మనిబలం అలాంటిది...,Telgu
உலகம்,Tamil
ನಟಿ ಅನುಷ್ಕಾ ವಿರುದ್ಧ ಸೋಶಿಯಲ್​ ಮೀಡಿಯಾ ವಾರ್: ಮಗನ ಬೆಂಬಲಕ್ಕೆ ನಿಂತ ತಾಯಿ!,Kannada
"     జమదగ్ని గారు ఇప్పుడు బాగా కులాసాగా వున్నారా?""     ""జ్వరం తగ్గింది. ఇంకా పత్యం తినలేదు.""     ""కృ...",Telgu
விடுதிகளுக்கு பதிவுச்சான்று உரிமம் பெறாவிடில்  ஆண்டுகள் சிறை,Tamil
ವರ್ಷಗಳ ಬಳಿಕ ಮತ್ತೆ ನಾಯಕತ್ವ ವಹಿಸಿಕೊಂಡ ಕ್ಯಾಪ್ಟನ್ ಕೂಲ್: 200ನೇ ಪಂದ್ಯದಲ್ಲಿ ಧೋನಿ ನಾಯಕ,Kannada
    వస్తాడన్న ఆశలు చిగురించలేదు. క్రమంగా నీరసం ఆవహించింది! తిరిగి వెళ్ళిపోవటం తప్ప మరొకదారిలేదని మధ్...,Telgu
தமிழ்நாடு,Tamil
ಮಹಿಳಾ ವಿಶ್ವಕಪ್ ಹಾಕಿ: ಐರ್ಲೆಂಡ್ ವಿರುದ್ಧ ಭಾರತಕ್ಕೆ ಸೋಲು: ಟೂರ್ನಿಯಿಂದ ಹೊರಕ್ಕೆ,Kannada
"    ""అందువల్ల మాకు ఎడబాటు కలిగింది...అయినా చంద్ర జ్ఞాపకాలు నన్ను అప్పుడప్పుడూ అతలాకుతలం చేస్తుంటాయ...",Telgu
வது சுதந்திர தினம் : பாரதியார் கவிதையை கூறி பிரதமர் உரை,Tamil
ನಟ ವಿನೋದ್​ ರಾಜ್​ ಯಾಮಾರಿಸಿ  ದುಡ್ಡು ದೋಚಿದ ಖದೀಮರು,Kannada
"    ""చెవిలో ఏదో స్వరం వినిపించింది. ఆఁ! అదే ప్రసాద్ గారు లాభాల గురించి మాట్లాడుతుంటే  అది రాదు అని చ...",Telgu
இந்தியா,Tamil
ಪಾಕಿಸ್ತಾನದ ಅಂತರರಾಷ್ಟ್ರೀಯ ಚಿತ್ರೋತ್ಸವದಲ್ಲಿ ಪ್ರದರ್ಶನಗೊಳ್ಳಲಿದೆ ರಾಜಮೌಳಿ ಅವರ 'ಬಾಹುಬಲಿ',Kannada
"    ""నేను వస్తాను. జాగ్రత్త!"" అంది సృజన గుసగుసగా.     ఒక్కసారిగా సృజన కాళ్ళు పట్టేసుకుంది కామాక్ష...",Telgu
அறுவை சிகிச்சைக்கு ரிமோட் காரில் செல்லும் சிறுவர்கள்  அமெரிக்க மருத்துவமனை புதிய உத்தி,Tamil
ಹಿರಿಯ ನಟ ಚಂದ್ರಶೇಖರ್ ನಿಧನಕ್ಕೆ ಚಿತ್ರರಂಗದ ಗಣ್ಯರ ಕಂಬನಿ,Kannada
"    ""బుద్ధిమాలిన్యాత్కృష్ణావి జాతాని"" బుద్ధిమాలిన్యము వలన 'కృష్ణములు' అయినవి అన్నది సరికాదు. దీనిక...",Telgu
உலகம்,Tamil
ವಿಶ್ವಕಪ್​​ನಲ್ಲಿಲ್ಲ  ವಿಶ್ವಕಪ್​ನ ಹೀರೋಗಳು,Kannada
                                 దొందూ దొందే.....     సుశీలా కాంతారావు ఇద్దరూ ప్రేమించుకుంటున్...,Telgu
குவைத்தில் பேய் மழை: சாலைகளில் வெள்ளம்!,Tamil
ವೈರಲ್ ಹುಡುಗಿ ಪ್ರಿಯಾ ಪ್ರಕಾಶ್ ಫೋಟೋಗಳು ಈಗ ವೈರಲ್,Kannada
    ' మి దివ్యానుగ్రహమున నే నారోగ్యవంతుఁ డ నయితిని. నా కీయోగమార్గమున ధన్యత చేకూరును.నాకు శరీర మొసఁగి...,Telgu
உலகம்,Tamil
 ಮ್ಯಾಕ್ಸ್​ವೆಲ್ ಶತಕಕ್ಕೆ ಭಾರತ ಕಂಗಾಲು; ಟಿ-20 ಸರಣಿ ಕಾಂಗರೂ ಪಾಲು,Kannada
        'శారదకి పెళ్ళి చేసి రండి - దాన్ని అలా వదిలివేస్తే' -         'అయ్యో శాంతా - శారద పెళ్ళిచే...,Telgu
அனைத்து கிராமங்களிலும்  மேக்குள் மின்வசதி,Tamil
ಅರ್ಜುನ್​ ಸರ್ಜಾ ವಿರುದ್ಧದ ಎಫ್​ಐಆರ್​ ರದ್ದುಗೊಳಿಸುವಂತೆ ಕೋರಿ ಸಲ್ಲಿಸಿದ್ದ ಅರ್ಜಿ ವಿಚಾರಣೆ ನ.9ಕ್ಕೆ ಮುಂದೂಡಿಕೆ,Kannada
"                                     .  లావుగాఉంటే రక్తం తగినంత ఉన్నట్లేనా?         ""నీకు గుండె...",Telgu
இந்தியா,Tamil
ವಸಂತಕ್ಕೆ ಕಾಲಿಟ್ಟ ಸ್ಪಿನ್ ಮಾಂತ್ರಿಕ ಅನಿಲ್ ಕುಂಬ್ಳೆ: ಕ್ರಿಕೆಟ್ ದಿಗ್ಗಜರಿಂದ ಶುಭಾಶಯ,Kannada
"    ప్రొఫెసర్ గారి గుండె దడదడలాడింది. ముఖం పాలి పోయింది.     ""ఏమిటయ్యా మోహన్ అలా అంటావు? అయితే ఇ...",Telgu
பிரியங்கா சோப்ராநிக் ஜோனாஸ் திருமணம்:’பீட்டா’ கண்டனம்!,Tamil
ರೋಗಿಯನ್ನ ಉಳಿಸಲು ಪೆಟ್ರೋಲ್​ ಹಾಕಿದ ಕಿರಿಕ್​ ಹುಡುಗಿ ರಶ್ಮಿಕಾ!,Kannada
    మబ్బులు ముసురుకుంటున్నాయి. సన్నగా తుపర పడుతున్నది.     వేకువజాము కావస్తున్నది.        ప్ర...,Telgu
சினிமா,Tamil
ಅನುಭವ ಕಾಶಿನಾಥನಿಗೆ ನ್ಯೂಸ್ 18 ಕನ್ನಡ ಚಿತ್ರನಮನ,Kannada
    . ఏక పతిత్వ ఏకపత్నీత్వములు దంపతులు సంతాన కుటుంబం సమాజాల సంక్షేమములు అని ఆనాడు వివరించిందాన్...,Telgu
ஹவாலா மோசடியில் சென்னையில் இருவர் கைது,Tamil
ಯಶ್​ ಅಭಿನಯದ 'ಕೆಜಿಎಫ್​' ರಿಲೀಸ್​ ದಿನಾಂಕ ಮುಂದೂಡಿದ ಚಿತ್ರತಂಡ..!,Kannada
"     ""వద్దండీ. నా స్నేహితురాలు చాలా ధనవంతురాలు నేను కర్చు చెయ్యనక్కర్లేదు అన్నది రాధ.     ""ఎంత స్న...",Telgu
தமிழ்நாடு,Tamil
‘ಯೋಗಿ ದುನಿಯಾ’ದಲ್ಲಿ ಲೂಸ್​ ಮಾದ ಸಖ್ಖತ್​ ಸ್ಟೆಪ್ ,Kannada
"    ""ఎందుకు జూదమాడి తగలేస్తారు చెప్పండి. కాపరానికొచ్చిన నాటి నుండి సరదాలేదు సుఖంలేదు. ఉన్న ఆస్తంతా ...",Telgu
“பந்துவீச்சாளர்கள் ஐபிஎல் விளையாடலாமா?”  எதிரெதிர் கருத்தில் தோனி கும்பளே ,Tamil
ರಾಯಲ್ ಚಾಲೆಂಜರ್ಸ್​​ vs ರಾಜಸ್ಥಾನ್ ರಾಯಲ್ಸ್​​: ರಾಜಸ್ಥಾನಕ್ಕೆ 19 ರನ್​ಗಳ ಭರ್ಜರಿ ಜಯ,Kannada
కడుపు కోసం కాకడు హీనమైన పని చేస్తున్న ఈ దారిద్ర నారాయణులను చూసి జాలిపడి ఆదరించడానికి బదులు అవమానించ...,Telgu
விளையாட்டு,Tamil
ದಕ್ಷಿಣ ಆಫ್ರಿಕಾನಲ್ಲಿ ಮಿಂಚಿದ ಭಾರತೀಯ ನಾರಿಯರು; 3-1ರಿಂದ ಟಿ20 ಸರಣಿ ವಶ,Kannada
    . సోమము పర్వతములందు పుట్టును. మత్తు కలిగించుటకు అభిషుతమగును. జలమున ప్రవృద్ధమగును. శ్యేనము వడి...,Telgu
ஐதராபாத் மெக்கா மசூதி குண்டு வெடிப்பு வழக்கில் அனைவரும் விடுதலை!,Tamil
ಫೋನ್ ಬಳಕೆದಾರರಿಗೆ ಶಾಕಿಂಗ್ ನ್ಯೂಸ್: 50 ಕೋಟಿ ಮೊಬೈಲ್ ಸೇವೆ ಸ್ಥಗಿತ..?,Kannada
"    ""ఏం మాట్లాడాలనిపించదా ఫ్రెండ్"" ఆమె  తనలో పెల్లుబికే ఉక్రోషాన్ని అణుచుకుంటూ అతనికి సమానంగా వస్త...",Telgu
இந்தியா,Tamil
ಅಮೆರಿಕದಲ್ಲಿ ಟಾಲಿವುಡ್​ ವೇಶ್ಯಾವಾಟಿಕೆ ಜಾಲ ಪತ್ತೆ: ಪ್ರಕರಣ ಭೇದಿಸಿದ ಯುಎಸ್​ ತನಿಖಾ ಸಂಸ್ಥೆ,Kannada
"    కొద్దిక్షణాలపాటు మౌనంగా వుండిపోయి తర్వాత అన్నాడు రాజలింగం.     ""హోం మినిస్టర్ గా మొన్నేగా వి...",Telgu
“எதிரியை தீர்மானிக்கும் நேரம் வந்துவிட்டது”  கமல்,Tamil
ರಶ್ಮಿಕಾಗೆ ಹೆಚ್ಚಿದ ಬೇಡಿಕೆ: ನಿಮಿಷಕ್ಕೆ ಕಿರಿಕ್​ ಬೆಡಗಿ ಪಡೆಯುವ ಸಂಭಾವನೆ ಎಷ್ಟು ಗೊತ್ತಾ?,Kannada
"    ""మీ హితులు సన్నిహితులు సంబంధీకులు మీరెలా సెటిల్ అవుతారని ఆసక్తిగా ఎదురుచూస్తుంటారు.     ఇప...",Telgu
சினிமா,Tamil
ಡೇ ಫೋಟೋಸ್​ ಫೆಬ್ರವರಿ 22,Kannada
    విడివి పెట్టాడు పరమహంస.      న్యూస్ రీడర్ వార్తలు చదువుతున్నాడు.                    రెండు ...,Telgu
யார் நினைத்தாலும் ஸ்டெர்லைட் ஆலையை திறக்க முடியாது: முதலமைச்சர் பழனிசாமி,Tamil
ಭರ್ಜರಿ ಹುಡುಗನ ಅದ್ದೂರಿ ಕಲ್ಯಾಣ: ಆ್ಯಕ್ಷನ್​ ಪ್ರಿನ್ಸ್​ ಧ್ರುವ ಸರ್ಜಾ ಕೈ ಹಿಡಿಯುವ ಬೆಡಗಿ ಯಾರು ಗೊತ್ತಾ..?,Kannada
"       ""ఆ విషయం ప్రధాని ఎందుకు ఆ రోజే వెల్లడి చేయలేదు?""         ""ఏమని వెల్లడి చేస్తారు? అర్దరాత్ర...",Telgu
தமிழ்நாடு,Tamil
ಧೋನಿ ಅದ್ಭುತ ಸ್ಟಂಪಿಂಗ್,Kannada
"    ఓనాడు యిమకృష్ణయ్యగారు సత్యమూర్తి దగ్గరకు వచ్చి ""ఓ పది వేలు యిట్లా తేరా"" అన్నాడు మామూలుగా.     ...",Telgu
‌பட்டப்பகலில் ‌மாணவனை கடத்த முயற்சி,Tamil
ರಾಯಲ್ ಚಾಲೆಂಜರ್ಸ್ ಬೆಂಗಳೂರು ಹಾಗೂ ರಾಜಸ್ಥಾನ್ ರಾಯಲ್ಸ್ ಪಂದ್ಯಗಳ ನಡುವಣ ಕೆಲ ಪೋಟೋಗಳು,Kannada
    అతను మిదకీ వ్రాలి ఆమెను అణువణువునా అక్రమించటం మొదలుపెట్టాడు.                                 ...,Telgu
தமிழ்நாடு,Tamil
ವೆಸ್ಟ್​​ ಇಂಡೀಸ್ ಭರವಸೆ ಹೋಪ್; ವೀರೋಚಿತ ಟೈ,Kannada
     ఇం : అరే నువ్వా ! ఎంత ఆశ్చర్యం ? నిన్ను యిలా కలుసుకుంటానని అనుకోలేదు సుమా!     ఇద్దరూ గట్టిగ...,Telgu
கார்த்தி சிதம்பரத்தின் ரூ கோடி மதிப்பிலான சொத்து முடக்கம்,Tamil
ಫಿಫಾ ವಿಶ್ವಕಪ್ 2018: ಇಂಗ್ಲೆಂಡ್ ಹಾಗೂ ಬೆಲ್ಜಿಯಂ ಪಂದ್ಯಗಳ ನಡುವಣ ಕೆಲ ಚಿತ್ರಗಳು,Kannada
"        రవణ స్కూలు కుర్రాళ్ళతో చాలా చనువుగా వుంటోంది."" కింద దస్కతు యేం చెయ్యాలా అని ""శ్రేయోభిలాషి...",Telgu
இந்தியா,Tamil
 ಬಳುಕುವ ಬಳ್ಳಿಯಂತಿದ್ದ ಇಲಿಯಾನಾ ಈಗ ಹೇಗಿದ್ದಾರೆ ಗೊತ್ತಾ..?,Kannada
"     ""జరిగిందంతా గుట్టుగా పూడ్చిపెట్టి కన్నె వధువుగా కొత్త అవతారం ఎత్తి ఇంకెవరిచేతో తాళి కట్టించుకుం...",Telgu
மெரினாவில் வெளிநாட்டு பயணியைத் தாக்கி வழிப்பறி,Tamil
ಭಾರತ-ಇಂಗ್ಲೆಂಡ್ ನಡುವಣ 2ನೇ ಟೆಸ್ಟ್​ ಪಂದ್ಯದ ಕೆಲ ಚಿತ್ರಪಟಗಳು,Kannada
          బొడ్డు దగ్గర ;లోపలికి  దోపుకున్న కుచ్చిళ్ళ మొదలు పట్టుకుని పైకి లాగాను. వెన్నెల్లో- హిల్...,Telgu
தமிழ்நாடு,Tamil
‘ಗೂಗಲ್ ಮ್ಯಾಪ್‘ ನಿಮ್ಮನ್ನು ಮೂರ್ಖರನ್ನಾಗಿಸಬಹುದು; ಗೋವಾದ ಬಾಗಾ ಬೀಚ್​ನಲ್ಲಿ ಹೀಗೊಂದು ಪ್ರಕಟಣೆ,Kannada
"    ""ఎలా కనిపెట్టావు?""     ""తిరిగిన కండలు పొంగిన ఛాతీ.....చిన్నసైజు పహిల్వాన్ ఆకృతికి శ్రీకారం...",Telgu
டிவி பிரபலத்தை கரம் பிடிக்கிறார் நடிகை ராக்கி சாவந்த்!,Tamil
ಮತ್ತೆ ಬರಲಿದೆ 'ಹೇರಾ ಫೇರಿ' ಸಿನಿಮಾದ ಮತ್ತೊಂದು ಭಾಗ,Kannada
    .... ఇంతలో సభ మొదలయింది.       సినిమా నటుడు వచ్చే రైలు లేటవటంవల్ల ముందు సమావేశం ఏర్పాటు చేశారు...,Telgu
சினிமா,Tamil
ಮನೀಶ್ ಮಲ್ಹೋತ್ರಾ ವಿನ್ಯಾಸದಲ್ಲಿ ಮಿಂಚಿದ ಬಾಲಿವುಡ್​ನ ಯುವ ತಾರೆಯರು,Kannada
"    ""కిరణ్!"" ప్రొఫెసర్ కంఠం కంచు గంటలామ్రోగింది. ""ఊ"" ఉయ్యాల లాంటికుర్చీలో చేరగిలబడికూర్చున్న అతడు ప...",Telgu
போராட்ட வழக்கு : ஆந்திர முதலமைச்சர் சந்திரபாபு நாயுடுவுக்கு பிடிவாரண்ட்,Tamil
ಜಾಮೀನು ಅರ್ಜಿ ನಾಳೆಗೆ ಮುಂದೂಡಿಕೆ : ಮತ್ತೊಂದು ರಾತ್ರಿಗೆ ಜೈಲು ಹಕ್ಕಿಯಾದ ಖೈದಿ ನಂಬರ್​ 106 ಸಲ್ಮಾನ್​​,Kannada
"    ""షేక్ లు ఎలాంటి వాళ్ళో తెలియదు. ఉత్త చేతులతోనే నువ్వులు పిండి నూనె తీయగలరు. చిటికెన వేలితో చెరుక...",Telgu
இந்தியா,Tamil
ಬಾಕ್ಸಾಫಿಸ್​ನಲ್ಲಿ 25 ದಿನ ಪೂರೈಸಿದ 'ಕೆ.ಜಿ.ಎಫ್​': ಚಿತ್ರತಂಡಕ್ಕಿಲ್ಲ ಈ ಸಂಭ್ರಮ..!,Kannada
      ఈ దెబ్బతో డెఫినెట్ గా చనిపోతుంది సౌదామిని. ఒకవేళ బతికినా జీవచ్చవంలా తయారవుతుంది. కట్టుకున్న భ...,Telgu
விற்பனைக்கு வருது தண்ணீர் ஃபிளைட்,Tamil
ಐಪಿಎಲ್​ 2018: ಹೈದರಾಬಾದ್ ಗೆಲುವಿನ ಓಟಕ್ಕೆ ಬ್ರೇಕ್ ಹಾಕಿದ ಗೇಲ್: ಪಂಜಾಬ್ ತಂಡಕ್ಕೆ 15 ರನ್​ಗಳ ಭರ್ಜರಿ ಜಯ,Kannada
     గాలి స్వచ్ఛంగా తగుల్తోంది. ఆకాశం నిండుగా తెలుస్తోంది. మబ్బులు మాయల మరాఠీల్లా క్షణానికో రూపం దాల...,Telgu
உலகம்,Tamil
ಅಪರಿಚಿತ ಕರೆಗಳಿಂದ ಕಿರಿ ಕಿರಿಯೇ? 'ಜಿಯೋ'ನಲ್ಲಿದೆ ಇದಕ್ಕೆ ಪರಿಹಾರ,Kannada
"    ఆ విద్యార్ధికి సమాధానం అంత తృప్తిగా వున్నట్లు కనిపించలేదు.     ""చూడునాయనా! మనయింటి కెవరన్నా అత...",Telgu
குடிபோதையில் பிரசவம் பார்த்த மருத்துவர் கைது  கர்ப்பிணிப் பெண் மரணம்,Tamil
ಮೆಕ್ಸಿಕೊದ ಬೀಚ್​ನಲ್ಲಿ ಬಿಕಿನಿ ತೊಟ್ಟ ಸನ್ನಿ ಲಿಯೋನ್​ ಮಾಡಿದ್ದೇನು ಗೊತ್ತಾ?,Kannada
         తరవాత . కృష్ణనుంచి ఉత్తరం తెచ్చాడు. బెలిదె కామేశ్వరరావు అధిపతిగా కాకతీయ పిక్చర్స్ సంస్థ...,Telgu
இந்தியா,Tamil
ಕೊಹ್ಲಿ  ರೋಹಿತ್​: ಟೀಂ ಇಂಡಿಯಾ ಆಟಗಾರರ ನಡುವೆ ವೈಮನಸ್ಸು?,Kannada
    అతను ఉపయోగించిన మోటు సమాసం విని తల కాస్త ప్రక్కకు తిప్పుకుంది డాక్టర్ సుధ.     అతను తన పేషెం...,Telgu
ரயில்வே ஸ்டேஷன் ஹஸ்பண்ட்டா? ஷாக் கொடுக்கும் பெண்,Tamil
ಕಾವೇರುತ್ತಿರುವ 'ಕಾಲಾ' ಸಿನಿಮಾ ಬಿಡುಗಡೆ ವಿವಾದ,Kannada
"    ""నాకు తెలుసండీ- నాకు తెలుసు. మందు ప్రభావం! మగువ పొందుకావాలి కావాలి అనిపిస్తున్నది కదూ!""     ...",Telgu
உலகம்,Tamil
ದೀಪ್​-ವೀರ್​ ಆರತಕ್ಷತೆಗೆ ಕಳೆಗಟ್ಟಿದ ಪ್ರಕಾಶ್​ ಪಡುಕೋಣೆ ನಿವಾಸ,Kannada
"    ఎప్పటికి మారుతుంది ఈ సమాజం? ఏ రచయిత అన్నాడోగానీ ""స్త్రీ యొక్క కష్టాలన్నింటికీ స్త్రీయే కారణం"" ...",Telgu
ஹேஷ்டேக்குடன் பிறந்த குழந்தை: உறைபனியில் ஒரு திரில் அனுபவம்!,Tamil
ಅಮೆಜಾನ್ 'ಚಿಲ್ಲರೆ' ಪ್ಲಾನ್: ಬಿಗ್ ಬಜಾರ್​ ಖರೀದಿಸಲಿದ್ದಾರಾ ವಿಶ್ವದ ಶ್ರೀಮಂತ ಉದ್ಯಮಿ,Kannada
"     ఆవేశంగా పచార్లు చేస్తూ ఆగాడు.     ""దీని కంతటికీ మూల కారణం ఆ రాయుడే అనిపిస్తోంది రాజేంద్రా వాడే...",Telgu
உலகம்,Tamil
'ಲಂಕೆ'ಯಲ್ಲಿ ಲಂಕೇಶ್ವರನಾದ ಲೂಸ್​ ಮಾದ: ಮಾಡರ್ನ್​ ರಾಮಾಯಣದಲ್ಲಿ ಯೋಗಿ..!,Kannada
     'వద్దొద్దు! మీరొక్క పది నిముషాలు ఇక్కడే కూర్చోండి. ఈలోగా ఈయనతో మాట్లాడేసి వస్తాను. మీరు నాతో రం...,Telgu
எல்லை தாண்டியதால் பசுவைக் கொல்ல முடிவு,Tamil
‘ಪಬ್​ಜಿ‘ ಚಟಕ್ಕೆ ಮತ್ತೊಂದು ಬಲಿ; ಹೊಸ ಮೊಬೈಲ್​ ಕೊಡಿಸದ್ದಕ್ಕೆ ಮನನೊಂದು ಆತ್ಮಹತ್ಯೆ,Kannada
"    పీటర్ ఆ లెటర్ అందుకుని కనకారావుకిచ్చి కారుకేసి కదిలాడు.     ""అందులో ఏముందో చదువు"" అన్నాడు పీటర...",Telgu
உலகம்,Tamil
ಸಾವಿರದ ಸ್ಮಾರ್ಟ್​ಫೋನ್​ಗೆ ಕೇವಲ ಮಾತ್ರ: ಖರೀದಿಸುವ ಮುನ್ನ ಇದನ್ನೊಮ್ಮೆ ಓದಿ,Kannada
     అంత రాత్రిపూట         అటువేపు నడుస్తూ వస్తోంది ఒక ముప్పయ్ ఏళ్ళ స్త్రీ!     కలలో నడిచి వస్తున్...,Telgu
பிரதமர் மோடியை சந்திக்கிறார் முதல்வர் பன்னீர்செல்வம்,Tamil
ವರ್ಷದ ಕನ್ನಡಿಗ 2018 ಪ್ರಶಸ್ತಿ ಪ್ರದಾನ ಕಾರ್ಯಕ್ರಮ: ಭಾಗ3,Kannada
"         ""నెపోలియన్""          ""నౌ ది టర్న్ గోస్ టు మిస్టర్ ఆదిత్య"" ఆదిత్యని ఏకాగ్రంగా చూస్తూ అడ...",Telgu
தமிழ்நாடு,Tamil
ಮರುಕಳಿಸಲಿದೆಯಾ ಮಲ್ಲನ ಮಾದಕ ಪ್ರೇಮ? ಮತ್ತೊಮ್ಮೆ ಒಂದಾದ ಕ್ರೇಜಿಸ್ಟಾರ್,Kannada
"         ""ఈరోజు వడ్డించడానికి నాకు టైమ్ లేదు. నువ్వు భోంచేసి వచ్చేప్పుడు క్యారియర్ పట్టుకొచ్చేయ్""...",Telgu
வங்கி ஊழியர்கள் இன்று வேலைநிறுத்தம்! சேவை பாதிக்கப்படும் அபாயம்!,Tamil
ಬಾಕ್ಸಾಫೀಸ್​ನಲ್ಲಿ ಕಮಾಲ್​ ಮಾಡಿದ ಮಾಧುರಿ ದೀಕ್ಷಿತ್ ಅಭಿನಯದ ಮರಾಠಿ ಚಿತ್ರ,Kannada
    వర్షంవల్ల దారి అంతా కచాటుగా వుంది. చెట్టుక్రిందికి మళ్ళీ ఎండపొడ కనిపిస్తే తప్ప వెళ్ళేందుకు వీల...,Telgu
தமிழ்நாடு,Tamil
 ಭಾರತ-ವೆಸ್ಟ್​ ಇಂಡೀಸ್ ಟೆಸ್ಟ್: ಕಠಿಣ ಅಭ್ಯಾಸದಲ್ಲಿ ಟೀಂ ಇಂಡಿಯಾ ಆಟಗಾರರು,Kannada
    అతను గుర్తుపట్టాడు. ఆమె రసజ్ఞ. ఆమె దగ్గరకు రాగానే కారుని పూర్తిగా బ్రేక్ వేసి ఆపుచేశాడు.     స...,Telgu
பராமரிக்க முடியாததால் விற்பனைக்கு வரும் மல்லையாவின் குதிரைகள் ,Tamil
ಕೆಪಿಎಲ್ 2018: ರೋಚಕ ಪಂದ್ಯದಲ್ಲಿ ಉತ್ತಪ್ಪ ತಂಡಕ್ಕೆ ಒಲಿದ ಜಯ,Kannada
"    ""డోంట్ వర్రి రూపమతి! మనం అందరం మనసులు విప్పి చెప్పకోటం వల్ల మొత్తం  జరిగింది తెలిసిపోయింది. అల...",Telgu
இந்தியா,Tamil
